user_id,age,annual_income,country,duolingo_platform,duolingo_subscriber,duolingo_usage,employment_status,future_contact,gender,other_resources,primary_language_commitment,primary_language_review,primary_language_motivation,primary_language_motivation_followup,primary_language_proficiency,student,survey_complete,time_spent_seconds
35d7178272c911e9b38edca9049399ef,,,CO,,,,,,,,,,,,,,0,21
35d7180272c911e984a4dca9049399ef,55 - 74,"$0 - $10,000",GB,Web browser,"No, I have never paid for Duolingo Plus",Daily,Retired,No,Female,"Other apps,Textbooks,In-person language class",I'm slightly committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time playing games,I want to spend less time watching or reading the news",Intermediate,Not currently a student,1,451
35d7188f72c911e99393dca9049399ef,18-34,"$11,000 - $25,000",US,Web browser,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,,Female,"Movies/TV Shows,In-person language class",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,,,Intermediate,Not currently a student,0,194
35d7193872c911e9badddca9049399ef,,,GB,,,,,,,,,,,,,,0,29
35d719d972c911e99a20dca9049399ef,35 - 54,"$0 - $10,000",BR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an expat,Other (please specify)",Beginner,Not currently a student,1,207
35d71a5c72c911e9a550dca9049399ef,18-34,"$0 - $10,000",US,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Unemployed,,Female,"Textbooks,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,I want to spend less time on social media,Intermediate,Full-time student,0,135
35d71ae872c911e9b53fdca9049399ef,55 - 74,,MX,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,Yes,Female,"Textbooks,Movies/TV Shows",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Intermediate,Not currently a student,1,311
35d71b6872c911e98a2bdca9049399ef,75 or older,"$26,000 - $75,000",JP,iPhone or iPad,,Daily,Retired,Yes,Female,"Stories/novels/children's books,Speak with others (language events, conversation groups, meet-ups, etc.),In-person language class",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Intermediate,Not currently a student,1,502
35d71beb72c911e9ac7bdca9049399ef,18-34,"$0 - $10,000",RU,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,Yes,Male,"Movies/TV Shows,Online language class",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Intermediate,Part-time student,1,248
35d71c7572c911e9946cdca9049399ef,,,JP,,,,,,,,,,,,,,0,40
35d71cfa72c911e99321dca9049399ef,,,MX,,,,,,,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,,,Beginner,,0,1094
35d71d7d72c911e9b887dca9049399ef,18-34,"$11,000 - $25,000",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,,Male,"Other apps,Textbooks,Movies/TV Shows",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,I have an upcoming trip,I am planning to move to a different country",Intermediate,Not currently a student,0,270
35d71e0772c911e98db1dca9049399ef,,,US,,,,,,,,,,,,,,0,28
35d71e8a72c911e99f36dca9049399ef,35 - 54,"$0 - $10,000",FR,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,Yes,Male,"Other apps,Textbooks,Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),Online language class",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to advance professionally or economically,Learning this language will help me get a better job in the country where I live,Intermediate,Not currently a student,1,378
35d71f0a72c911e9bb14dca9049399ef,18-34,"$0 - $10,000",BR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Unemployed,,Male,Other apps,I'm slightly committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,Someday I would like to travel to a country that uses this language,I am planning to move to a different country",Intermediate,Not currently a student,0,67238
35d71f8f72c911e9a45fdca9049399ef,35 - 54,"$26,000 - $75,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,,Female,"Stories/novels/children's books,Movies/TV Shows,In-person language class,Online language class",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to advance professionally or economically,"Learning this language will be useful in my current job,Learning this language will help me get a better job in the country where I live,Other (please specify)",Beginner,,0,44505
35d7200f72c911e9b572dca9049399ef,,,DE,,,,,,,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want my family to learn a language together,,Intermediate,,0,315
35d720ba72c911e9aca0dca9049399ef,,,FR,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,,,,"Other apps,Textbooks,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time playing games",Beginner,,0,23616
35d7214572c911e98d73dca9049399ef,,,FR,,,,,,,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,,,Beginner,,0,69906
35d721c772c911e9bcb4dca9049399ef,35 - 54,,FR,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,,Male,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,Language learning is a hobby",Intermediate,Not currently a student,0,1798
35d7226872c911e9b983dca9049399ef,,,US,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,,,,Movies/TV Shows,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to learn some basics in the local language,I want to show respect by speaking the local language,I have an upcoming trip,Someday I would like to travel to a country that uses this language,I am planning to move to a different country",Beginner,,0,230132
35d722f572c911e991cedca9049399ef,,,FR,,,,,,,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,,,Intermediate,,0,567
35d7237572c911e9aeb3dca9049399ef,,,FR,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,,,,Other (please specify),I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to challenge myself,,Beginner,,0,202
35d7242172c911e98380dca9049399ef,55 - 74,,FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Retired,,Male,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,,0,341
35d724a172c911e981d8dca9049399ef,18-34,,RU,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Unemployed,,Female,Movies/TV Shows,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an immigrant,I am an expat,I am studying abroad",Beginner,Part-time student,0,219
35d7252e72c911e9b0fcdca9049399ef,,,DE,iPhone or iPad,"No, I have never paid for Duolingo Plus",Less than once a month,,,,Stories/novels/children's books,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,I want to spend less time on social media,Beginner,,0,355
35d725ae72c911e984cedca9049399ef,18-34,"$11,000 - $25,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,,Male,"Other apps,Textbooks,Online language class,Other (please specify)",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,"I want to spend less time playing games,I want to spend less time watching or reading the news",Beginner,Full-time student,0,322
35d7263372c911e9ad1ddca9049399ef,35 - 54,"$11,000 - $25,000",MX,Web browser,,Less than once a month,Retired,,Other,Private tutor,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,"I want to better communicate with my grandparents, grandchildren, or other relatives,I want to learn this language together with my family",Advanced,,0,74
35d726b372c911e99eeedca9049399ef,55 - 74,"$76,000 - $150,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Intermediate,Not currently a student,1,1551
35d7273572c911e98be1dca9049399ef,,,DE,,,,,,,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,,,Intermediate,,0,66
35d727b572c911e98c8ddca9049399ef,35 - 54,"$11,000 - $25,000",DE,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,Yes,Female,"Movies/TV Shows,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,I am a refugee,Intermediate,Not currently a student,1,417
35d7286372c911e98388dca9049399ef,35 - 54,"$0 - $10,000",CO,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Textbooks,Movies/TV Shows",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,I want to spend less time playing games,Intermediate,Not currently a student,1,834
35d728ee72c911e98a7cdca9049399ef,,,MX,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,,,,Other apps,I'm not at all committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,,0,982
35d7297072c911e9bc94dca9049399ef,18-34,"$0 - $10,000",FR,,"Yes, I currently pay for Duolingo Plus",Daily,Retired,,Other,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to learn some basics in the local language,Someday I would like to travel to a country that uses this language",Beginner,Not currently a student,0,177
35d729f372c911e98e67dca9049399ef,,,DE,,,,,,,,,,,,,,0,30
35d72a7d72c911e9afb4dca9049399ef,,,BR,,,,,,,,,,,,,,0,85
35d72b0072c911e9a7b2dca9049399ef,,,MX,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,,,,Other apps,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Intermediate,,0,512
35d72b9772c911e98743dca9049399ef,35 - 54,"$11,000 - $25,000",TW,Android phone or tablet,"No, I have never paid for Duolingo Plus",Monthly,Unemployed,Yes,Female,,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am interested in a culture that speaks this language,To connect with my personal heritage in this culture,Beginner,Not currently a student,1,2640
35d72c2172c911e996eadca9049399ef,,,DE,,,,,,,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,,,Beginner,,0,69
35d72cae72c911e9a16edca9049399ef,,,MX,,,,,,,,,,,,,,0,32
35d72d3072c911e9bb2bdca9049399ef,35 - 54,"$0 - $10,000",RU,Web browser,"No, I have never paid for Duolingo Plus",Daily,Unemployed,,Male,"Movies/TV Shows,Online language class",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,"I want to spend less time on social media,Other (please specify)",Beginner,Not currently a student,0,545
35d72e3572c911e99c10dca9049399ef,,,GB,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,,,,Other (please specify),I'm slightly committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am interested in a culture that speaks this language,"To better understand the ""pop culture"" in this language",Intermediate,,0,299
35d72f4272c911e9b03fdca9049399ef,35 - 54,"$76,000 - $150,000",JP,Web browser,"No, I have never paid for Duolingo Plus",Monthly,Employed full-time,No,Male,,I'm slightly committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Beginner,Not currently a student,1,194
35d72fe172c911e9973adca9049399ef,,,US,,,,,,,,,,,,,,0,4
35d7306e72c911e9beb0dca9049399ef,35 - 54,"$76,000 - $150,000",GB,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,,Male,Other apps,I'm slightly committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"I want to learn as many languages as I can,Language learning is a hobby,Other (please specify)",Beginner,Not currently a student,0,337
35d730ee72c911e99fc0dca9049399ef,35 - 54,"$0 - $10,000",TW,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Unemployed,Yes,Female,Other (please specify),I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am interested in a culture that speaks this language,To connect with my personal heritage in this culture,Beginner,Not currently a student,1,494
35d7317372c911e98f7adca9049399ef,35 - 54,"$26,000 - $75,000",US,Web browser,I don't know if I pay for Duolingo Plus,Less than once a month,Employed part-time,Yes,Female,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I don't want to forget what I've previously learned,,Beginner,Not currently a student,1,307
35d7320072c911e98cf6dca9049399ef,Under 18,"$0 - $10,000",FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Employed part-time,Yes,Female,"Other apps,Textbooks,Stories/novels/children's books,Movies/TV Shows",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time playing games,I want to spend less time watching or reading the news",Intermediate,Full-time student,1,306
35d7328072c911e9ad93dca9049399ef,55 - 74,"$26,000 - $75,000",FR,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Retired,,Female,"Textbooks,Online language class,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,Other (please specify)",Intermediate,,0,391
35d7330c72c911e9a810dca9049399ef,,,FR,,,,,,,,,,,,,,0,8
35d7338c72c911e986dadca9049399ef,Under 18,,MX,Web browser,"No, I have never paid for Duolingo Plus",I don't use Duolingo,,,Prefer not to say,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Beginner,Full-time student,0,185
35d7341972c911e995a5dca9049399ef,55 - 74,"$26,000 - $75,000",FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,,Female,"Textbooks,Movies/TV Shows",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,,Intermediate,Not currently a student,0,186
35d734b072c911e9ad3cdca9049399ef,,,DE,Android phone or tablet,,,,,,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,,0,422
35d7353d72c911e98d24dca9049399ef,,,US,,,,,,,,,,,,,,0,50
35d735c772c911e9a444dca9049399ef,18-34,"$0 - $10,000",FR,Web browser,"No, I have never paid for Duolingo Plus",Weekly,Unemployed,,Female,In-person language class,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to communicate with locals in a meaningful way,I have an upcoming trip,I am planning to move to a different country",Beginner,Part-time student,0,256
35d7364a72c911e9b871dca9049399ef,55 - 74,,FR,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,,,Prefer not to say,"Textbooks,Stories/novels/children's books,Movies/TV Shows",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Intermediate,,0,857
35d736d772c911e9a34adca9049399ef,55 - 74,"$76,000 - $150,000",DE,Web browser,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,"I want to better communicate with my significant other or their family,I want to better communicate with my grandparents, grandchildren, or other relatives",Beginner,Not currently a student,1,270
35d7377572c911e999a1dca9049399ef,Under 18,"$0 - $10,000",MX,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Unemployed,,Prefer not to say,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to challenge myself,,Intermediate,Full-time student,0,229
35d7380072c911e98b5ddca9049399ef,55 - 74,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want my family to learn a language together,,Beginner,Not currently a student,1,347
35d7388572c911e9adb2dca9049399ef,18-34,"$11,000 - $25,000",US,iPhone or iPad,"No, I have never paid for Duolingo Plus",Monthly,Employed full-time,Yes,Female,"Textbooks,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),In-person language class,Online language class",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to show respect by speaking the local language,I am planning to move to a different country",Intermediate,Not currently a student,1,348
35d7390772c911e9a267dca9049399ef,,,TW,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,,,,Movies/TV Shows,I'm slightly committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,I want to spend less time on social media,Intermediate,,0,242
35d73a1472c911e99e9fdca9049399ef,,,CO,,,,,,,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,,,Intermediate,,0,178
35d73a9472c911e99548dca9049399ef,,,BR,,,,,,,,,,,,,,0,17
35d73ba372c911e9b8abdca9049399ef,55 - 74,"$0 - $10,000",RU,Web browser,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,Textbooks,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time watching or reading the news,Other (please specify)",Beginner,Not currently a student,1,507
35d73c2672c911e9a604dca9049399ef,35 - 54,"$11,000 - $25,000",GB,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Other apps,In-person language class",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to advance professionally or economically,Learning this language will help me get a better job in the country where I live,Beginner,Not currently a student,1,1121
35d73d3372c911e9ae88dca9049399ef,,,US,,,,,,,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,I want to learn as many languages as I can,Language learning is a hobby",Beginner,,0,246
35d73dd172c911e9a0badca9049399ef,55 - 74,,DE,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want my family to learn a language together,,Intermediate,Not currently a student,1,361
35d73e8772c911e9badcdca9049399ef,35 - 54,,DE,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Intermediate,Not currently a student,1,600
35d73f9472c911e99a1ddca9049399ef,35 - 54,"$0 - $10,000",BR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,Yes,Female,Other (please specify),I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an immigrant,I am an expat,I am studying abroad",Intermediate,Part-time student,1,785
35d7402172c911e981d0dca9049399ef,35 - 54,,DE,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want my family to learn a language together,,Intermediate,,1,398
35d740ae72c911e9965ddca9049399ef,55 - 74,"$26,000 - $75,000",RU,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Male,Movies/TV Shows,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Intermediate,Not currently a student,1,368
35d7413072c911e9abfedca9049399ef,,,GB,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,,,,,I'm slightly committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to advance professionally or economically,"Learning this language will help me find a job in a different country,Other (please specify)",Intermediate,,0,420
35d741bd72c911e98b75dca9049399ef,,,MX,,,,,,,,,,,,,,0,38
35d7423d72c911e9b985dca9049399ef,55 - 74,,DE,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Retired,No,Female,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,I want to learn as many languages as I can",Beginner,Not currently a student,1,261
35d742c072c911e99c90dca9049399ef,,,DE,,,,,,,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,Other (please specify),Beginner,,0,586
35d7434c72c911e99c31dca9049399ef,,,DE,,,,,,,,,,,,,,0,26
35d743cc72c911e985bfdca9049399ef,55 - 74,"$26,000 - $75,000",MX,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Male,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,"I want to better communicate with people in my community (neighbors, coworkers, etc.)",Beginner,Not currently a student,1,257
35d7445972c911e9b2ccdca9049399ef,,,DE,,,,,,,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,,,Beginner,,0,578
35d744dc72c911e9bbabdca9049399ef,,,MX,,,,,,,,,,,,,,0,38
35d7455e72c911e98895dca9049399ef,,,FR,,,,,,,,,,,,,,0,100
35d745eb72c911e9a227dca9049399ef,35 - 54,"$0 - $10,000",MX,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Unemployed,No,Female,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I don't want to forget what I've previously learned,,Beginner,Not currently a student,1,252
35d7468a72c911e9816edca9049399ef,55 - 74,,FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Female,"Textbooks,Speak with others (language events, conversation groups, meet-ups, etc.),Online language class",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"I want to learn as many languages as I can,Language learning is a hobby,Other (please specify)",Intermediate,,1,567
35d7473372c911e982cddca9049399ef,35 - 54,"$151,000 or more",FR,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Unemployed,Yes,Female,Stories/novels/children's books,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"Other (please specify),Other (please specify)",Beginner,Not currently a student,1,236
35d747d472c911e9ac55dca9049399ef,35 - 54,"$76,000 - $150,000",GB,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,No,Male,,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am interested in a culture that speaks this language,Other (please specify),Beginner,Not currently a student,1,202
35d7486172c911e9aa65dca9049399ef,,,US,,,,,,,,,,,,,,0,206647
35d748e172c911e9adc4dca9049399ef,55 - 74,"$11,000 - $25,000",RU,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Male,Movies/TV Shows,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time watching or reading the news",Intermediate,Not currently a student,1,772
35d7496e72c911e994f9dca9049399ef,35 - 54,"$26,000 - $75,000",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,In-person language class,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,485
35d749f072c911e98d12dca9049399ef,,,US,,,,,,,,,,,,,,0,33
35d74a7072c911e9a507dca9049399ef,18-34,"$0 - $10,000",FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,Yes,Male,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to advance professionally or economically,"Learning this language will be useful in my current job,Learning this language will help me get a better job in the country where I live",Beginner,Not currently a student,1,631
35d74af572c911e9a54fdca9049399ef,,,DE,iPhone or iPad,"No, but I have previously paid for Duolingo Plus",Daily,,,,Movies/TV Shows,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,Other (please specify),Intermediate,,0,351
35d74b7572c911e9959adca9049399ef,,,JP,,,,,,,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,,,Beginner,,0,70
35d74c0272c911e98f89dca9049399ef,35 - 54,,CO,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,Yes,Female,Other apps,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,"I am an expat,I am studying abroad",Intermediate,Part-time student,1,271
35d74c8272c911e99950dca9049399ef,35 - 54,"$26,000 - $75,000",MX,Android phone or tablet,"No, but I have previously paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Textbooks,Movies/TV Shows",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Intermediate,Not currently a student,1,539
35d74d0572c911e9a47ddca9049399ef,55 - 74,,FR,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",I don't use Duolingo,Retired,,Male,Textbooks,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Advanced,,1,625
35d74d8a72c911e9aac9dca9049399ef,55 - 74,"$26,000 - $75,000",MX,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Male,"Other apps,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,"I want to better communicate with people in my community (neighbors, coworkers, etc.),Other (please specify)",Beginner,Not currently a student,1,525
35d74e0a72c911e9af07dca9049399ef,,,MX,,,,,,,,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,,,Beginner,,0,50
35d74eb372c911e99252dca9049399ef,35 - 54,"$26,000 - $75,000",MX,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,,Female,"Textbooks,Movies/TV Shows",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,I want to learn as many languages as I can,Language learning is a hobby,Other (please specify)",Beginner,Part-time student,0,554
35d74f3572c911e98651dca9049399ef,55 - 74,,DE,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,269
35d74fb572c911e9bcdbdca9049399ef,35 - 54,"$11,000 - $25,000",BR,Android phone or tablet,I don't know if I pay for Duolingo Plus,Monthly,Employed full-time,Yes,Female,Other (please specify),I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Beginner,Not currently a student,1,1531
35d7504272c911e997fddca9049399ef,18-34,"$0 - $10,000",US,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Prefer not to say,"Movies/TV Shows,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,Someday I would like to travel to a country that uses this language",Beginner,Full-time student,1,191
35d750e372c911e989e8dca9049399ef,55 - 74,"$26,000 - $75,000",MX,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Male,Other apps,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,"I want to better communicate with people in my community (neighbors, coworkers, etc.),I want to learn this language together with my family",Beginner,Not currently a student,1,309
